objectnummer,leeftijd,soort,plantjaar,stamdiameter,hoogte,monumentaal,beplantingssituatie,locatie,eigenaar,stadsdeel,lon,lat
382,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007683,52.353543
383,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007785,52.353533
384,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007813,52.353472
385,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007922,52.353461
386,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007958,52.3534
387,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008055,52.353396
388,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008079,52.353332
389,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.00819,52.353321
390,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008216,52.353262
391,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008282,52.349606
392,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008321,52.353252
393,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008351,52.353194
394,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008413,52.348708
395,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008443,52.353122
396,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.00845,52.353181
397,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008524,52.353036
398,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008527,52.353101
399,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008621,52.352945
400,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008621,52.353007
401,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008707,52.352914
402,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008709,52.352852
403,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008798,52.35276
404,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008798,52.352822
405,_0_30,Ulmus `Dodoens`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.00889,52.352727
406,_0_30,Ulmus hollandica `Pioneer`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.943549,52.358411
407,_0_30,Ulmus hollandica `Vegeta`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.94376,52.358401
408,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.914312,52.377134
409,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.914494,52.377115
410,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.914672,52.377093
411,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.914854,52.377075
412,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.915037,52.377054
413,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.915216,52.377034
414,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.915395,52.377012
415,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.915576,52.376991
416,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.915756,52.376968
417,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.915935,52.376946
418,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.916475,52.376877
419,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.916654,52.376853
420,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.916834,52.376831
421,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.917013,52.376807
422,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.917192,52.376784
423,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.917372,52.376761
424,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.917553,52.376736
425,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.917732,52.376714
426,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.91827,52.376642
427,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.91845,52.376618
428,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.918629,52.376593
429,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.918807,52.37657
430,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.918987,52.376545
431,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.919166,52.376521
432,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.919344,52.376496
433,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.919523,52.376472
434,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.919706,52.376447
435,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.919882,52.376422
436,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.920062,52.376398
437,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.920195,52.37638
438,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.920378,52.376355
439,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92056,52.376329
440,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.920743,52.376303
441,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.920923,52.376278
442,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.921106,52.376252
443,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.921288,52.376227
444,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.923103,52.375966
445,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.9233,52.375934
446,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.923497,52.375902
447,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.923694,52.375871
448,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.923872,52.375845
449,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92405,52.375817
450,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92423,52.37579
451,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.924406,52.375763
452,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.924584,52.375735
453,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.924764,52.375708
454,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92494,52.375681
455,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92512,52.375653
456,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.925298,52.375625
457,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.925474,52.375598
458,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.925654,52.37557
459,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92583,52.375542
460,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92601,52.375514
461,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.926186,52.375486
462,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.926363,52.375458
463,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.926542,52.375429
464,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.926719,52.375401
465,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.926897,52.375373
466,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.927075,52.375344
467,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.927251,52.375316
468,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.927429,52.375287
469,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.927607,52.375258
470,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.927785,52.375228
471,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.927962,52.375196
472,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.928137,52.375162
473,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.92831,52.375126
474,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.928483,52.375089
475,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.928655,52.37505
476,_0_30,Ulmus laevis,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.928824,52.375006
477,_0_30,Ulmus `Lobel`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.004338,52.350565
478,_0_30,Ulmus `Lobel`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.005351,52.350825
479,_0_30,Ulmus `Lobel`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.00563,52.350761
480,_0_30,Ulmus `Lobel`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.005642,52.350959
481,_0_30,Ulmus `Lobel`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.006542,52.349378
482,_0_30,Ulmus `Lobel`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.00844,52.349122
483,_0_30,Ulmus `Pioneer`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.006144,52.350715
484,_0_30,Ulmus `Pioneer`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007481,52.349018
485,_0_30,Ulmus `Pioneer`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007481,52.349783
486,_0_30,Ulmus `Pioneer`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008295,52.349288
487,_0_30,Ulmus `Pioneer`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008418,52.348417
488,_0_30,Ulmus `Regal`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.934692,52.369831
489,_0_30,Ulmus resista `New Horizon`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.005743,52.350102
490,_0_30,Ulmus resista `New Horizon`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.007142,52.349956
491,_0_30,Ulmus resista `New Horizon`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.008818,52.348693
492,_0_30,Ulmus resista `New Horizon`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,5.009313,52.349062
493,_0_30,Ulmus x hollandica `Vegeta`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.940608,52.358537
494,_0_30,Ulmus x hollandica `Vegeta`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.947825,52.365315
495,_0_30,Ulmus x hollandica `Vegeta`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.947861,52.365392
496,_0_30,Ulmus x hollandica `Vegeta`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.947884,52.365191
497,_0_30,Ulmus x hollandica `Vegeta`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.947908,52.365321
498,_0_30,Ulmus x hollandica `Vegeta`,,0-25,,,Bomen in gras,,Stadsdeel,Oost,4.947955,52.365388
